MSKU,Title,FNSKU,ASIN,Price,Purchased Price,Supplier,Date Purchased,Rank,Condition,Notes,Destination,Quantity
1001097429,Grundig S450DLX Deluxe AM/FM/Shortwave Radio - Black (NGS450DLB),X000PQDEX5,B004FV4ND0,77.9900,33.98,Radio Shack,1/10/2015 12:00:00 AM,2406,New,,"EWR4 (6), CAE1 (6), ",12
